commentaire,rating,date,platform
"Great Guy . Honest & Fair
Very Unique & Creative
Returns Calls , Shows up
Quality Craftsmanship 
He did a great deck for me 😎👍🏼",5,2026-01-17T07:58:28-07:00,App Store
"Amar lo que hace te hará fuerte , trabajé muy duro en fortalecer las habilidades necesarias para tener el éxito que desea como persona ..",5,2026-01-17T07:41:25-07:00,App Store
"Some fact, some fiction, whole lot of information.",5,2026-01-17T07:37:06-07:00,App Store
10/10,5,2026-01-17T07:09:24-07:00,App Store
It’s weird because my apps don’t automatically update and here says 544.00 rolled out four days ago I never got an update for that on iPhone 14 Plus.,1,2026-01-17T07:03:01-07:00,App Store
"Oh yes, it couldn't be perfect timing. I would love to be on the list for this… I highly recommend you add this to your daily subscriptions. I have been a fan for years. I watch this. Daily before any other..... my safe folder has so many of these great  instructive, clever and out of the box solutions, that will save you money. You will love this site. Be sure to subscribe y'all.!!",5,2026-01-17T07:02:11-07:00,App Store
Very happy,5,2026-01-17T06:57:25-07:00,App Store
"Facebook & their members … little and big Facers will entertain, delight and shed light on the mega  talents all around the world! Devote just 5 minutes a day! Learn something new or delight in something you haven’t thought of in years!",5,2026-01-17T06:54:04-07:00,App Store
It’s just a place used for gossip and politic arguments,4,2026-01-17T06:42:41-07:00,App Store
Why can’t I share post anymore,1,2026-01-17T06:36:33-07:00,App Store
Ayla1944,5,2026-01-17T06:31:00-07:00,App Store
Nice timing blessings,5,2026-01-17T06:30:52-07:00,App Store
"▪️Still not private enough. 
▪️There should be a clear way to delete old accounts associated with your main page or at least stop notifications. 
▪️Also all the unnecessary notifications is annoying. I have no interest in people going live that I don’t know in groups that I am in or whether they post a comment as if I am group admin or something. It’s like with the updates, all the notifications that I said I don’t want were restarted and now I have to turn them all off as they appear one by one.",3,2026-01-17T06:16:02-07:00,App Store
"Veo y me eh dado cuenta que la app de fb es una empresa de espionaje y manejo de contenido e información a conveniencia y criterio de ellos, no es transparente en el manejo de información y contenido",1,2026-01-17T05:55:35-07:00,App Store
Me encanta,5,2026-01-17T05:53:00-07:00,App Store
So I see you put the like counter right under the reply to reduce engagement. Too stupid to be an accident.,1,2026-01-17T05:50:11-07:00,App Store
My adored this man she died of a broken heat my heart is broken tears in my eyes,5,2026-01-17T05:48:42-07:00,App Store
"If you want an instigator as an app this is for you. Expect the algorithm to show you things that piss you off to get a reaction from you. It’ll show you a news article then highlight an ignorant comment to hopefully get you to engage. It’ll never show you a mix of what your friends post only the same few people will show up in the feed. Marketplace is nice for vetting people you’re buying/selling/trading with when they actually respond and aren’t just hitting the quick reply buttons the dumb admins put there to annoy everybody. Keep your personal info off the site too or make it super private, way too many crazies (liberals) that’ll stalk your info because you offended them somehow by living in reality or stating the obvious.",1,2026-01-17T05:43:22-07:00,App Store
"I rarely ever see my friends’ posts anymore, unless you go directly to their page. I’ll scroll through 20-30 posts at a time before I’ll see even one post from a friend. It’s truly turned into mostly marketing now. I’d much rather we had MySpace again.",1,2026-01-17T05:35:35-07:00,App Store
Reflexión,5,2026-01-17T05:10:09-07:00,App Store
"It’s horrible, all ads and very little friend feeds",1,2026-01-17T04:56:59-07:00,App Store
Find another platform to stay in touch with people.  This is all ads and political advertising.  It has been for 15 years.,1,2026-01-17T04:19:40-07:00,App Store
"I love Facebook and Instagram. I've been a user for over a decade. Multiple active account, all used for business. Recently I traveled and used hotel internet and all of my accounts have been permanently disabled. I'm trying desperately to recover them...",2,2026-01-17T04:12:28-07:00,App Store
"They say nobody under 30 even uses fb, well, it’s their loss. I love it, use it every day and have rediscovered so many old friends in it. Ignore the haters and keep up the great work!!
Tedd P.
Rio Rico, Az.",5,2026-01-17T04:05:13-07:00,App Store
"Hello,

I understand that my account was restricted due to a policy violation. The issue was unintentional, and I’ve taken time to review Facebook’s Community Standards to ensure it doesn’t happen again.

I respectfully request reconsideration of the restriction.",3,2026-01-17T03:07:12-07:00,App Store
Myshawn Webb,5,2026-01-17T03:01:34-07:00,App Store
Will try to keep interested in electing the right President,3,2026-01-17T02:56:19-07:00,App Store
Who ever runs this app is evil as hell.,2,2026-01-17T02:53:56-07:00,App Store
I am enjoying the new technology with my new phone. I forgot my password and Verizon was able to move Facebook over without me having to remember my password. Apple and Google have created lots of security features with my new IPhone instead of my Android.,5,2026-01-17T02:22:48-07:00,App Store
^,5,2026-01-17T02:22:03-07:00,App Store
This site is responsible for self-torture,5,2026-01-17T01:51:07-07:00,App Store
…are making me leave,1,2026-01-17T01:26:47-07:00,App Store
Worst,1,2026-01-17T00:19:25-07:00,App Store
Chief C-square,5,2026-01-16T23:40:59-07:00,App Store
Been enjoying this app since 2010,5,2026-01-16T23:30:34-07:00,App Store
"How about fixing the damage youve cause to LIFE! APPS like facebook have destroyed the lives of countless men. the unrealistic standards of living, youve created an evironment where most men can only suffer in silence. theres little life left to live anymore unless a person is filthy rich without working 24/7. you monitor everything we do so you know to control us! Life was better before Facebook. it is the last time i remember genuinely being alive",1,2026-01-16T22:47:58-07:00,App Store
My son just passed. You still encouraged tonight. God help me I’m blessed.,5,2026-01-16T21:39:18-07:00,App Store
You guys got my page back up and running !!! 💥☺️☺️☺️☺️☺️,5,2026-01-16T21:31:10-07:00,App Store
It’s getting worse by the day,1,2026-01-16T21:18:53-07:00,App Store
Too much censorship this app wil put you in fb jail if you say the Wrong things which is crazy sometimes because fb doesn’t understand. it’s considered offensive or wrong but som curse words are okay. This app has been lacking since all these new rules been put in place. Fb is for children anymore. Most folks have migrated to different apps because of this who wants to go to jail for expressing themselves and then you can’t communicate with your friends your family or your businesses if your restricted. I been seen fb loosing stars until you change it back I think you’ll be losing people.,1,2026-01-16T21:01:53-07:00,App Store
Usuck,1,2026-01-16T20:32:14-07:00,App Store
Go ahead it’s great like I said,5,2026-01-16T20:19:39-07:00,App Store
The latest Apple OS update (26.2) has made Facebook unpleasant to use. The new OS window display option defaults to a full screen mode that does not allow you to easily return to your feed. Facebook needs to update the application to keep up with this massive OS change.,1,2026-01-16T20:13:15-07:00,App Store
The iPhone layout is TERRIBLE. I would at least like my nav bar to be on top,1,2026-01-16T19:34:53-07:00,App Store
"IT KEEPS GETTING WORSE! 

How is it that every update claims to fix bugs, but never does? This is version 544 of an app that’s been out for over a decade and yet it still contains a ton of bugs! The app keeps showing multiple new notifications when there aren’t any.. at all. It’s also sending notifications and app badge notifications for things I’ve already seen and/or reacted to... many times days later. I get a “new” notification every time I close the app. I send multiple bug reports every day along with screenshots. Why have a bug reporting feature if you don’t address the bugs being reported to you on a daily basis? It’s really annoying and reminds me of why I quit using Facebook for several years.",1,2026-01-16T19:09:56-07:00,App Store
"I recently hash-tagged several phone companies and they would not register as having posts. I understand Verizon had a major hack. I believe we have similar scenario to Iran, where billionaires are redirecting too many networks without authority and ethics",4,2026-01-16T19:01:10-07:00,App Store
"Well what can I say. I grew up with face book. I remember when it used to be great catching up with friends or see what they were into. I had games that were great. Don't remember every many adds or even any. Now almost never see anything from friends. Always adds left and right post after post. Doesn't mater if I reset it it goes back to what it was before the reset in a couple of weeks if lucky. Lots of post you might find interesting but you have to go to another site to view and that might not be real either. No more interesting games either. Just mindless scrolling, with little to nothing interesting, because you are board.",2,2026-01-16T18:56:17-07:00,App Store
"Super cool app,!
One of the best place where I collect all my good memories",5,2026-01-16T18:42:01-07:00,App Store
So many caregories of things to do on facebook and i betting more people will join.  It feels like a home sometimes.  Or maybe i just like FB,5,2026-01-16T18:35:34-07:00,App Store
"Updated the app, cleared cache, made sure my phone was up to date, turned on/off phone, and to no avail dis that help the buffering of reels. And it’s not my internet because literally everything else works. Also, over all these damn ads. I just want to connect with my peeps and see funny vids without being told to buy something. Even Reddit doesn’t have this many ads and that’s the bottom of the food chain!",2,2026-01-16T18:19:48-07:00,App Store
"Why do fb always block my accounts,when I did nothing wrong and even when I appealed they won’t give it back to me!why.",1,2026-01-16T18:18:54-07:00,App Store
"Ads , not making enough money? It’s ridiculous of all the damn ads in reels, pure greed and BS",1,2026-01-16T18:08:17-07:00,App Store
Excelente,5,2026-01-16T18:04:45-07:00,App Store
I get so tired of the pop ups in my feed I am thinking of going to X.,3,2026-01-16T17:57:49-07:00,App Store
Can’t see many friend’s posts anymore,2,2026-01-16T17:55:33-07:00,App Store
This is the first time in my template years of having Facebook that after yesterday’s software update my Facebook every time I tries to open it crashes. I’m not very happy with it.,3,2026-01-16T17:49:44-07:00,App Store
Fmeta,1,2026-01-16T17:48:16-07:00,App Store
If you could stop removing the marketplace link and search every time you do an update that would be nice.,1,2026-01-16T17:34:53-07:00,App Store
"Every time I go in marketplace, scroll thru and all of a sudden it shuts off and takes me back to my password to sign in on my iPad not the FB password.i have deleted FB app and re installed but has not fixed the problem",1,2026-01-16T17:16:04-07:00,App Store
I’ve seen too many of my friends get silence and being denied free speech. Someone drank the cool aid,1,2026-01-16T17:15:23-07:00,App Store
Serving a purpose. What is it?,1,2026-01-16T17:14:18-07:00,App Store
"I wish Facebook had a toggle switch to turn on politics or not

sometimes I am curious about what’s going on in the world and in politics but more often than that I don’t wanna hear about it. I don’t wanna see about it and I don’t want to read about it and the majority of the things I see on Facebook nowadays are politics oriented. I follow tons of people that have nothing to do with politics yet the politics remain constant on my Facebook page. I wish Facebook had a Target switch to turn the politics on or off if I wanted to see them sure turn it on if I don’t wanna see it sure turn it off and then there will block all of it for me….",4,2026-01-16T17:05:35-07:00,App Store
Y ain’t getting a check or paid,3,2026-01-16T16:56:51-07:00,App Store
"I used to enjoy scrolling down Facebook, now there are such an over abundance of ads that 6S no longer enjoyable, this includes Marketplace!",1,2026-01-16T16:20:29-07:00,App Store
Salvemos nuestro único planeta,5,2026-01-16T15:43:49-07:00,App Store
Always a good to for family and friends.. marketplace is pretty good too. Connect it to the meta horizons app for easier access,5,2026-01-16T15:42:00-07:00,App Store
"i have made about 4 accounts because it tells me that they cant confirm my age over and over when i upload my ID, terrible app, 

dont use it because the system is broken and flawed, not a good system",1,2026-01-16T15:31:08-07:00,App Store
Logan Nicholson was a great salesman.  He was extremely knowledgeable and helpful!!!   I would definitely recommend him and the dealership.    I would give them a 10 out of 10!!!!,5,2026-01-16T15:25:45-07:00,App Store
It sucks here,1,2026-01-16T14:52:26-07:00,App Store
Top maintenance and installation company.,5,2026-01-16T14:29:59-07:00,App Store
"I can’t add no more then 2 people every 72 hours which is ridiculous cause I am not a spam account I made a new account because my old account got deleted and when I made a new one and tried to add people Facebook temporary blocked me from adding people that I know I waited a week to try and add people and they still blocked me. I don’t know what’s going on, but Facebook needs to fix this. How am I supposed to connect to old friends when I can’t even send a request or a message people",1,2026-01-16T14:26:57-07:00,App Store
Excellent!,5,2026-01-16T14:20:31-07:00,App Store
L,1,2026-01-16T13:53:24-07:00,App Store
"Marketplace needs work. Every time I’m looking at items, the app freezes up on my iPhone and I have to exit out of the entire app and I lose my progress.",4,2026-01-16T13:34:13-07:00,App Store
"I’ve had Facebook for a few years, and a while ago I went into my settings to remove the “reels” button from my tab bar because I don’t like the notifications. But just today it seems it’s glitched and the “reels” button is permanently on my tab bar despite it being labeled as “hidden”. I thought updating it would fix the problem but the app seems to have kept whatever bug is causing this. Fix it. It’s pissing me off.",2,2026-01-16T13:08:52-07:00,App Store
I can’t find anything. Take it  or leave it. I have a friend trying to help me and nothing is where she says it is. Nothing makes any sense. I don’t go on Facebook every day sometimes not even every week except maybe to listen to church because they use Facebook. I have lots of photos on Facebook and I can’t find any of them. Like I said I have a friend trying to help me. I know that that’s not the glowing review you expected so don’t ask me again. Thank you.,3,2026-01-16T12:52:18-07:00,App Store
Facebook is limiting my ability to comment on items I find in my feed.  They re not limiting what shows up in my feed.  That’s censorship.,2,2026-01-16T12:42:42-07:00,App Store
"It’s turning into twitch, essentially a digital strip club. But my main gripe is the automation. AI will flag you for saying cocaine while taking about the drug war. Innocent stuff like that. Just using words for their intended purpose, not glorifying drug use or anything. Then you appeal only to get another robot agreeing with the first one automatically. Bam. Suspended for x amount of time, no appeal really, just pomp and ceremony. No human being to explain the context to. 

It’s terrible. I’ve completely given up using it for anything other than messages. I hate Facebook now. It’s borderline unusable.",1,2026-01-16T12:25:04-07:00,App Store
There are more ads interrupting or intruding on posts or videos than any other app. Just not even good anymore.,1,2026-01-16T12:23:56-07:00,App Store
"I got scam to buy some products without receiving products on Facebook. I report the account, but it still active and scam others",1,2026-01-16T12:23:37-07:00,App Store
I love the ability to share with my friends and family across the world!,5,2026-01-16T11:43:44-07:00,App Store
The Best Way To Communicate,4,2026-01-16T11:38:11-07:00,App Store
"Don't really care for the AI or social media.  It takes away from family unity. It's a distraction to people and for the weak minded, it can be used as a crutch. Or for the bullies it can be used as a tool to hurt others. So no I don't really care for Facebook.",2,2026-01-16T11:27:13-07:00,App Store
Stop cutting off our audio when using the Facebook app.,1,2026-01-16T11:21:34-07:00,App Store
Way too many ads. It makes it really difficult to have a feed that is relevant to what I want. Which is just to see what my friends have posted.,1,2026-01-16T11:18:30-07:00,App Store
"To many fake accounts that need to review and taken down, you guys can do better.",1,2026-01-16T11:15:24-07:00,App Store
Thank you for your site it really means a lot to the society and I want to use this opportunity to thank you guys for the contribution to this generation.🙏🫂,5,2026-01-16T11:14:26-07:00,App Store
"The other day I received a death threat on Facebook from another user. I reported him and the next thing I know I was told that my account was restricted for seven days. No explanation, no way to appeal the restriction. Yet the person who threatened me got no action for what he did. Very disgusted with the way this situation was handled.",2,2026-01-16T11:02:04-07:00,App Store
I’m tire of suspend on Facebook every time,4,2026-01-16T10:56:55-07:00,App Store
"Overreach in data collection. Breach of personal privacy and filled with propaganda bots. I don’t trust this app at all anymore or anything they have control over- Instagram, WhatsApp, etc. meta is the absolute worst",1,2026-01-16T10:51:10-07:00,App Store
When it began it was a nice place to stay in contact with or reconnect with friends . Then soon every other post seems to be a ad ! Then they started to invade our privacy! Now unless you agree with the opinion of the leadership of the app they start to limit your voice! If you happen to disagree with the political stance of its leaders they hide your posts under the stamp of “fact checkers” who in many cases falsely claim your post is false without any way to dispute what they claim is false we should have a way to fact check the fact checkers and keep them honest and unbiased !!! I hate that they use info stolen from your devices to spy on you and force feed you ads on your timeline sometimes all you have to do is say some products and then you get bombarded with ads on Facebook! Now even putting stupid advertisements in short videos blocking part of the screen! The ads are ruining everything!!!,1,2026-01-16T10:29:55-07:00,App Store
Me encanta,5,2026-01-16T10:18:02-07:00,App Store
This app really good 😇,5,2026-01-16T09:59:46-07:00,App Store
Can’t see who shared posts anymore. Fix it please!,2,2026-01-16T09:59:05-07:00,App Store
"I’ve been having the same problem for a couple of months where Facebook will tell me that I have a message but then when I go to my messages, I don’t have one",1,2026-01-16T09:38:23-07:00,App Store
"Facebook will suspend your account, with no reason given, no feedback whatsoever; but, refuses to pull down any racist, antisemitic, or full bite white supremacy postings, even after flagging for review by multiple people. 

Combined with the fact anywhere between 40-60% of the users are paid-for bots and farming engagement, the site is garbage now. 

I’m glad their stocks are failing, and once the Ai bubble bursts, “Meta” will be “Deada”",2,2026-01-16T09:28:49-07:00,App Store
Can’t delete data on iCloud that cannot be accessed.,1,2026-01-16T09:22:52-07:00,App Store
This app is slightly less useless than instagram. Full of ads & useless notifications that get overridden constantly. Meta & Mark are running their apps into uselessness.,1,2026-01-16T09:12:20-07:00,App Store
Facebook Support NonExistent,1,2026-01-16T08:58:14-07:00,App Store
These groups I belong to have been very helpful in my car hobby,5,2026-01-16T08:53:36-07:00,App Store
"Every time I open Facebook it stops any music apps playing. I’ve reinstalled the app, turned off all sounds, etc. nothing is working! Very frustrating",1,2026-01-16T08:40:16-07:00,App Store
"The bad side is that FB has become a market place for doctors, remedies of all kind, ways to loose weight, etc, they all said about the same thing, after waisting time of the public😡


Ting",4,2026-01-16T08:23:07-07:00,App Store
Fake ai reviews,1,2026-01-16T08:06:48-07:00,App Store
just kinda not good,1,2026-01-16T08:04:49-07:00,App Store
Why does nobody find it strange that there is no actual customer service to handle real problems.,1,2026-01-16T08:01:59-07:00,App Store
Facebook is totally suck now it inuse able anymore to much filters,1,2026-01-16T08:01:36-07:00,App Store
"I loved this app up until this happened. I was asked to verify my identity with a “selfie video” to continue using facebook dating and i have done what fb has asked of me MULTIPLE times, just to get a grey screen with nothing happening after that and the selfie verification never goes through. Are you guys gonna fix this???",2,2026-01-16T07:45:12-07:00,App Store
"if they had real people to speak to.  Whenever you have a problem with an app, there’s no one to talk to. You need to figure it out for yourself and some of us it takes hours upon hours to do a simple chore.",1,2026-01-16T07:39:11-07:00,App Store
After deleting my account in thoughts that I could make a new one due to not feeling safe and my sanity and protection from potentially local guy in our town who was messaging me about wanting to get together with me and watching me at various places.. I began to get creeped out. I thought there would be no harm if I deleted my account even though my business account was linked to it I thought I would be able to get it back only to find out that my account has been disabled due to not following community guidelines. I never post anything on Facebook so I was very confused as to what guidelines I was not following and I was receiving this message prior to trying to make various other different  accounts with a new email and username calling myself dyslexiamom and it still flagged me. I even tried different computers at different locations and some worked until I got home and tried to log in and others flagged me right away… I am not certain why I am unable to have an account but it is discouraging and with no customer service..I have read that it tags your IP address and I have tried everything to get a new account and have been banned for no reason other than trying to protect myself. I would like Facebook for the sole purpose that I am taking a class and there support group is on Facebook but I have tried everything it is hopeless to get through to them… feeling rejected for no reason,1,2026-01-16T07:14:52-07:00,App Store
"No matter how aunties you turn off auto play for video, audio, etc, it still hijacks your audio feed if you are listening to music, podcasts, etc. Always maintain up to date iOS and Fb app. Never fixes the problem.",1,2026-01-16T07:12:53-07:00,App Store
Looked at one reel last week on accident and now every time I open Facebook it opens to the reels page and is blaring a video no matter how many times I close it reopen it update it or leave on the feed side it always opens to reels,1,2026-01-16T07:11:03-07:00,App Store
"Facebook used to be a place where we could connect with family and personal friends. Now it’s mostly ads, reels, etc. 

Not as personal so not very useful.",2,2026-01-16T07:02:36-07:00,App Store
"Facebook Marketplace lacks effective buyer protection.
Sellers can misrepresent items, block buyers, and face no real consequences.
This makes the platform feel unsafe for legitimate transactions.",1,2026-01-16T06:51:04-07:00,App Store
Is very good I recommend the cappuccino Jardin Rose delicious,5,2026-01-16T06:49:52-07:00,App Store
Love Facebook marketplace,5,2026-01-16T06:47:02-07:00,App Store
I open my feed and literally it is flooded with 10-20 ads per actual post,1,2026-01-16T06:45:07-07:00,App Store
"Hey my Facebook account was currently deleted by you all, and I don’t know why. I’m a content creator and a photographer, with over 54k followers on Facebook, 22k followers on Instagram, 635k followers on TikTok, and they literally took my Facebook and all my instagrams. I take all my bookings and upload all my content on there. If you all took anything personal I promise it was only comedy which is what me and my girlfriend does on TikTok Instagram and Facebook, we have a really big following. My page is Azavion Jones. Is there anyway I can get it back that’s how I make a living. If there’s anyone who can help me regain access to my Facebook that’ll be highly appreciated I have booking through there .",1,2026-01-16T06:40:24-07:00,App Store
I feel like it sends me too many outdated posts and adds even though I back up my device with payments. I am as young as I am invested,4,2026-01-16T06:38:31-07:00,App Store
"I used to love Facebook so much, but all the ads and unfinished stories are frustrating.",3,2026-01-16T06:24:56-07:00,App Store
Excellent news,5,2026-01-16T06:23:57-07:00,App Store
"Whatever update you guys made that has you pausing my music while I scroll down my feed, fix it",1,2026-01-16T05:47:16-07:00,App Store
Always a problem with fb and third party authentication apps. I cannot get into my account that I’ve had for 14 yrs and have uploaded my id to several times but still can’t get into it and run my business. This app and its software with ai has become an an absolute pain. I cannot express how much I hate fb now and lost access to my account with zero help. Even tho they charge you for verification it doesn’t work when things aren’t going well.,1,2026-01-16T05:37:32-07:00,App Store
Facebook loves to spread hate and division in America. The USA would be a better pace if it disappeared !,1,2026-01-16T05:37:20-07:00,App Store
Me  mantiene communicada con mi familia,5,2026-01-16T05:20:10-07:00,App Store
Plus de nouvelles,5,2026-01-16T04:48:39-07:00,App Store
"One of my accounts was hacked my business account they disabled it and I didn’t have a way to get it back, messages and their help center didn’t help either .",1,2026-01-16T04:34:57-07:00,App Store
Nothing compares to Facebook as far as social media because these days are the shortcuts like Instagram or Snapchat Facebook is the father of all social media. Everything else is just a copy a cheap imitation.,5,2026-01-16T04:12:26-07:00,App Store
"Facebook has become a cesspool of hate, especially for users in the United States. The algorithm pedals hate to everyone. Both sides are fed news that inflames their views, and opponents respond with laugh reacts. Facebook needs to make changes to build community. To fact check.",1,2026-01-16T03:52:58-07:00,App Store
"Just not the same anymore ,too many commercials  and feel like privacy isn’t privacy anymore as well. Can’t find friends like we used to  be able to.",2,2026-01-16T03:47:26-07:00,App Store
One of the many bias apps,1,2026-01-16T03:28:20-07:00,App Store
